Student_ID,Attendance_Pct,AMCAT_Logical,AMCAT_Quant,AMCAT_Verbal,AMCAT_Domain,Score_10th,Score_12th_Diploma,Active_Backlogs,Portal_Logins_Per_Month,Housing,Commute_Time_Mins,OS_CIE,DBMS_CIE,SE_CIE,MDM_CIE,Entrepreneurship_CIE,ICSR_CIE,Risk_Level
STU21836,75,536,519,505,480,82,90,2,19,Day-Scholar,36,42,37,39,40,38,37,WARNING
STU21837,58,257,244,186,251,58,41,1,4,Hosteller,54,30,27,34,27,28,23,WARNING
STU21838,83,765,849,774,829,77,71,0,26,Day-Scholar,112,44,48,51,46,46,48,SAFE
STU21839,84,768,736,754,724,62,62,0,25,Hosteller,21,51,53,60,54,57,57,SAFE
STU21840,79,545,480,547,535,88,86,0,12,Hosteller,114,40,45,43,42,39,40,SAFE
STU21841,90,804,817,847,837,75,86,0,45,Day-Scholar,72,51,47,52,46,46,46,SAFE
STU21842,95,598,644,676,667,75,68,0,30,Day-Scholar,74,60,55,60,57,55,55,SAFE
STU21843,35,367,389,392,441,68,43,3,8,Hosteller,82,30,25,30,28,25,28,CRITICAL
STU21844,84,564,585,557,560,80,86,0,22,Day-Scholar,113,38,38,34,35,39,36,SAFE
STU21845,93,823,886,830,854,89,81,0,29,Hosteller,108,47,48,52,46,43,49,SAFE
STU21846,91,567,615,633,631,94,82,0,34,Hosteller,101,54,55,60,59,57,54,SAFE
STU21847,78,591,519,539,571,90,80,1,10,Hosteller,116,44,40,41,40,40,45,SAFE
STU21848,81,591,588,545,598,81,68,0,21,Day-Scholar,19,43,46,46,37,46,40,SAFE
STU21849,79,426,418,401,401,90,95,0,11,Hosteller,100,36,38,34,33,31,33,SAFE
STU21850,94,712,762,724,761,82,90,0,41,Day-Scholar,94,55,52,55,55,50,54,SAFE
STU21851,89,741,692,667,678,77,56,0,25,Hosteller,108,53,48,44,51,45,42,SAFE
STU21852,86,879,828,857,883,78,81,0,30,Hosteller,6,42,51,46,46,42,42,SAFE
STU21853,95,646,598,570,632,84,70,0,35,Hosteller,69,42,50,53,43,43,49,SAFE
STU21854,58,403,431,395,425,46,43,3,6,Day-Scholar,83,30,28,31,27,27,32,WARNING
STU21855,75,681,709,696,716,92,76,0,16,Hosteller,34,45,43,40,36,46,43,SAFE
STU21856,81,472,449,382,467,93,90,0,13,Hosteller,85,39,42,35,30,31,36,SAFE
STU21857,80,639,670,688,719,62,71,0,20,Day-Scholar,50,44,48,47,46,42,44,SAFE
STU21858,75,598,611,601,591,93,85,0,25,Day-Scholar,84,48,41,48,39,43,45,SAFE
STU21859,52,263,294,242,313,50,53,1,1,Hosteller,65,22,30,25,31,19,21,WARNING
STU21860,91,745,782,734,727,60,76,0,36,Day-Scholar,86,41,39,43,50,50,42,SAFE
STU21861,84,508,502,520,428,94,89,2,16,Hosteller,74,41,37,41,39,45,39,WARNING
STU21862,83,831,826,813,831,67,62,0,45,Day-Scholar,94,56,58,52,52,60,54,SAFE
STU21863,88,685,634,695,719,83,86,0,28,Day-Scholar,9,59,49,56,54,52,49,SAFE
STU21864,66,619,674,686,689,73,64,0,11,Day-Scholar,38,40,45,45,36,43,39,SAFE
STU21865,71,510,536,495,558,64,70,1,10,Day-Scholar,7,26,34,31,28,38,30,WARNING
STU21866,84,656,633,652,596,83,84,0,23,Day-Scholar,113,60,49,57,55,48,51,SAFE
STU21867,76,684,687,682,730,77,88,1,13,Day-Scholar,12,34,37,34,40,43,39,SAFE
STU21868,85,900,864,862,899,84,59,0,28,Day-Scholar,17,58,52,47,52,46,58,SAFE
STU21869,80,636,703,697,655,69,58,0,25,Hosteller,58,49,39,39,49,41,46,SAFE
STU21870,95,683,744,746,713,84,88,0,33,Hosteller,14,57,48,52,51,49,48,SAFE
STU21871,81,810,856,838,801,77,91,0,35,Day-Scholar,10,58,54,60,51,51,56,SAFE
STU21872,94,583,656,633,602,77,66,0,25,Hosteller,12,52,52,55,60,60,60,SAFE
STU21873,48,317,333,283,267,53,46,2,4,Hosteller,14,17,26,19,19,18,25,CRITICAL
STU21874,36,222,284,215,215,60,58,4,2,Day-Scholar,25,15,19,10,21,9,20,CRITICAL
STU21875,38,456,450,478,485,55,53,1,5,Hosteller,50,30,28,27,31,28,34,WARNING
STU21876,51,195,268,233,253,67,57,1,2,Hosteller,49,29,26,29,31,23,28,WARNING
STU21877,83,604,594,639,616,67,88,0,28,Day-Scholar,85,49,46,55,51,55,48,SAFE
STU21878,54,301,281,255,211,45,51,5,2,Hosteller,20,31,30,28,22,28,23,CRITICAL
STU21879,82,714,791,732,793,67,64,0,49,Hosteller,17,54,60,53,60,55,60,SAFE
STU21880,82,540,564,582,597,79,55,0,12,Day-Scholar,99,45,37,36,37,38,36,SAFE
STU21881,43,424,467,470,456,65,55,1,5,Day-Scholar,52,22,21,18,19,16,25,CRITICAL
STU21882,65,543,483,471,542,63,91,0,12,Day-Scholar,49,40,36,42,40,36,37,SAFE
STU21883,84,390,443,409,380,91,71,0,15,Day-Scholar,38,41,34,34,37,35,37,SAFE
STU21884,36,391,405,447,465,50,50,4,6,Hosteller,83,25,30,22,31,29,23,CRITICAL
STU21885,80,666,645,618,652,85,87,0,33,Hosteller,96,47,43,49,51,43,45,SAFE
STU21886,63,505,522,453,473,48,61,2,2,Day-Scholar,59,24,26,28,28,29,28,WARNING
STU21887,66,533,585,583,572,68,73,0,14,Hosteller,47,38,37,38,31,41,30,SAFE
STU21888,54,358,403,379,413,45,51,2,10,Hosteller,66,24,22,27,21,22,26,WARNING
STU21889,80,843,859,809,798,91,81,0,24,Day-Scholar,67,60,57,59,55,55,57,SAFE
STU21890,81,740,744,777,711,94,62,0,20,Hosteller,10,43,45,40,42,46,42,SAFE
STU21891,84,732,726,651,665,65,94,1,22,Hosteller,109,34,40,36,34,31,34,SAFE
STU21892,89,635,598,614,641,79,81,0,42,Day-Scholar,93,43,48,49,42,43,45,SAFE
STU21893,41,402,352,396,411,67,64,1,8,Day-Scholar,79,17,13,24,17,24,18,CRITICAL
STU21894,68,467,496,449,502,93,78,1,19,Hosteller,82,41,46,39,46,40,40,SAFE
STU21895,99,765,831,809,778,66,76,0,47,Day-Scholar,26,47,49,51,49,52,49,SAFE
STU21896,81,423,435,457,466,72,78,0,23,Day-Scholar,110,46,46,39,46,39,51,SAFE
STU21897,74,537,513,484,541,92,63,0,17,Day-Scholar,59,29,29,37,33,28,29,SAFE
STU21898,69,664,650,690,643,73,70,0,11,Hosteller,7,25,28,27,34,28,31,WARNING
STU21899,92,817,879,807,848,93,69,0,32,Day-Scholar,108,58,59,52,55,48,58,SAFE
STU21900,85,496,498,519,512,95,57,1,15,Hosteller,69,36,37,39,27,30,30,SAFE
STU21901,75,524,603,550,606,61,60,0,13,Hosteller,89,39,40,41,35,36,40,SAFE
STU21902,70,389,418,358,404,84,83,0,22,Hosteller,38,34,34,33,42,36,44,SAFE
STU21903,63,293,302,346,311,59,55,1,4,Day-Scholar,71,13,18,17,13,14,18,CRITICAL
STU21904,97,711,683,763,725,70,66,0,42,Day-Scholar,82,48,52,49,48,52,42,SAFE
STU21905,44,230,167,211,238,46,44,5,9,Day-Scholar,96,24,16,13,14,13,12,CRITICAL
STU21906,79,589,596,576,588,68,57,1,24,Hosteller,23,47,39,49,48,46,41,SAFE
STU21907,95,830,842,878,842,74,88,0,41,Day-Scholar,89,47,46,43,43,43,51,SAFE
STU21908,79,494,515,520,543,70,94,1,21,Day-Scholar,5,41,33,34,39,41,37,SAFE
STU21909,56,293,250,299,228,54,66,5,1,Hosteller,62,19,16,19,25,26,19,CRITICAL
STU21910,38,313,347,360,370,69,53,5,4,Day-Scholar,19,17,18,8,13,9,10,CRITICAL
STU21911,84,900,837,878,851,71,56,0,41,Day-Scholar,99,57,48,55,57,51,59,SAFE
STU21912,86,789,785,743,732,76,57,0,22,Hosteller,98,55,54,52,58,49,48,SAFE
STU21913,51,181,215,232,230,64,41,1,7,Day-Scholar,25,27,19,27,25,28,26,WARNING
STU21914,82,493,445,429,501,92,94,0,14,Hosteller,108,41,36,34,40,30,31,SAFE
STU21915,82,599,564,635,599,94,83,0,20,Hosteller,62,39,33,39,33,37,36,SAFE
STU21916,81,800,796,838,843,93,80,0,48,Hosteller,108,49,52,43,42,44,51,SAFE
STU21917,92,713,688,634,692,63,83,0,44,Day-Scholar,97,52,51,54,48,45,46,SAFE
STU21918,35,264,267,245,206,66,66,1,8,Day-Scholar,111,21,18,19,23,22,13,CRITICAL
STU21919,58,246,259,225,258,60,67,1,1,Day-Scholar,23,13,9,10,15,11,17,CRITICAL
STU21920,97,760,702,688,680,60,67,0,26,Hosteller,67,50,53,53,57,51,51,SAFE
STU21921,92,666,680,700,710,69,92,0,21,Hosteller,103,51,52,54,50,56,49,SAFE
STU21922,75,646,674,709,676,84,94,0,12,Day-Scholar,42,28,34,37,37,39,39,SAFE
STU21923,31,482,465,474,520,51,52,4,6,Hosteller,90,19,22,22,19,14,20,CRITICAL
STU21924,64,492,425,453,429,45,52,2,2,Day-Scholar,23,7,9,7,6,10,14,CRITICAL
STU21925,55,346,352,388,341,72,42,2,8,Hosteller,49,27,27,31,29,25,19,WARNING
STU21926,94,831,782,835,850,66,93,0,29,Day-Scholar,82,49,48,55,54,51,51,SAFE
STU21927,64,460,436,434,440,53,43,1,2,Day-Scholar,101,17,10,7,14,15,12,WARNING
STU21928,67,398,445,435,393,74,86,0,15,Hosteller,110,45,34,44,46,39,43,SAFE
STU21929,38,472,517,466,475,54,55,4,9,Day-Scholar,31,26,30,32,26,26,32,CRITICAL
STU21930,69,524,541,593,515,65,80,2,10,Hosteller,66,37,32,36,33,34,41,WARNING
STU21931,78,605,593,590,596,66,67,0,15,Day-Scholar,99,34,43,31,32,33,35,SAFE
STU21932,91,754,817,832,772,94,80,0,32,Day-Scholar,50,50,57,57,52,57,52,SAFE
STU21933,97,696,747,764,688,63,88,0,39,Day-Scholar,61,43,42,48,54,46,54,SAFE
STU21934,67,637,583,600,673,93,70,0,19,Hosteller,67,41,39,40,42,47,49,SAFE
STU21935,57,319,328,313,344,70,66,2,5,Hosteller,85,31,20,27,30,21,29,WARNING
STU21936,82,690,623,677,690,93,70,0,44,Day-Scholar,18,49,56,54,46,50,49,SAFE
STU21937,85,604,614,585,589,84,75,0,25,Hosteller,20,30,39,35,36,39,37,SAFE
STU21938,65,587,556,614,570,86,62,0,16,Hosteller,51,43,36,39,35,33,33,SAFE
STU21939,83,513,531,548,570,65,72,0,25,Hosteller,35,42,38,42,43,37,46,SAFE
STU21940,76,642,702,694,654,86,69,0,21,Day-Scholar,77,41,39,43,42,45,38,SAFE
STU21941,35,259,329,277,243,65,46,3,7,Hosteller,52,24,18,25,16,27,16,CRITICAL
STU21942,69,644,706,652,726,81,73,0,15,Hosteller,48,31,30,39,42,40,42,SAFE
STU21943,66,503,516,500,506,75,93,0,20,Hosteller,20,28,28,33,32,31,36,SAFE
STU21944,72,639,575,599,607,62,68,0,25,Day-Scholar,11,39,40,42,36,37,31,SAFE
STU21945,82,516,471,431,510,84,84,2,18,Hosteller,39,41,30,36,39,30,36,WARNING
STU21946,70,684,683,706,690,91,79,0,12,Day-Scholar,101,39,42,44,39,35,38,SAFE
STU21947,66,524,540,473,501,67,67,1,25,Hosteller,96,41,38,46,39,36,39,SAFE
STU21948,68,423,374,437,421,84,89,0,21,Hosteller,89,33,33,36,37,33,33,SAFE
STU21949,89,635,614,582,594,88,75,0,20,Day-Scholar,100,45,40,47,48,44,43,SAFE
STU21950,73,664,670,671,611,82,59,0,17,Day-Scholar,32,32,36,31,39,31,29,SAFE
STU21951,67,531,555,463,530,72,83,1,17,Day-Scholar,29,36,36,30,38,37,31,WARNING
STU21952,75,435,408,440,419,84,57,0,17,Hosteller,112,41,45,43,40,39,47,SAFE
STU21953,65,483,460,437,500,47,53,4,6,Day-Scholar,8,10,10,10,13,17,19,CRITICAL
STU21954,48,175,177,236,196,75,68,5,9,Day-Scholar,95,19,23,21,24,16,21,CRITICAL
STU21955,70,682,724,713,660,90,90,0,12,Hosteller,36,43,46,40,45,42,39,SAFE
STU21956,80,666,613,628,617,86,85,1,13,Hosteller,11,34,39,32,37,34,27,SAFE
STU21957,69,668,686,664,645,75,77,0,18,Hosteller,18,36,34,34,41,36,30,SAFE
STU21958,84,695,719,649,633,60,57,0,28,Day-Scholar,114,54,52,54,51,49,48,SAFE
STU21959,81,607,632,590,548,83,81,1,17,Hosteller,41,39,42,43,42,44,34,SAFE
STU21960,67,649,632,683,680,78,80,0,16,Hosteller,39,28,37,31,38,38,28,SAFE
STU21961,90,748,791,798,797,68,64,0,36,Hosteller,85,49,42,51,51,53,50,SAFE
STU21962,75,652,710,662,651,78,82,0,24,Hosteller,66,32,30,25,31,35,27,SAFE
STU21963,99,748,778,774,752,78,86,0,36,Hosteller,93,45,42,46,42,45,47,SAFE
STU21964,30,314,289,305,312,73,67,1,5,Day-Scholar,81,21,26,22,17,26,23,CRITICAL
STU21965,32,453,460,522,506,75,68,5,2,Day-Scholar,90,11,20,16,17,12,21,CRITICAL
STU21966,85,433,487,423,488,71,92,0,13,Day-Scholar,108,34,34,31,33,34,35,SAFE
STU21967,83,460,473,515,459,62,56,0,14,Day-Scholar,102,46,47,44,41,49,41,SAFE
STU21968,70,450,386,386,388,78,57,0,19,Day-Scholar,36,43,46,45,40,43,39,SAFE
STU21969,88,701,712,780,748,75,71,0,28,Day-Scholar,40,54,49,50,50,47,51,SAFE
STU21970,94,605,591,656,614,78,90,0,39,Hosteller,6,49,50,58,55,57,58,SAFE
STU21971,85,673,702,708,667,78,73,1,20,Day-Scholar,77,25,35,25,30,27,37,WARNING
STU21972,61,374,395,349,328,64,49,5,4,Hosteller,39,19,20,18,16,14,17,CRITICAL
STU21973,81,822,750,759,770,61,95,0,37,Day-Scholar,113,48,55,51,51,54,48,SAFE
STU21974,84,424,475,421,471,93,81,0,16,Hosteller,95,31,37,32,25,28,28,SAFE
STU21975,98,663,683,686,654,94,66,0,48,Day-Scholar,89,60,54,55,57,54,51,SAFE
STU21976,82,576,651,576,609,88,74,0,38,Hosteller,94,58,54,60,48,55,53,SAFE
STU21977,67,503,455,437,465,94,80,0,23,Hosteller,27,49,43,39,45,40,46,SAFE
STU21978,36,485,461,453,451,59,70,3,2,Day-Scholar,77,18,15,21,25,16,24,CRITICAL
STU21979,48,308,266,311,244,49,65,1,10,Day-Scholar,52,9,13,9,10,14,10,CRITICAL
STU21980,85,729,656,666,649,88,63,0,33,Hosteller,30,50,55,48,51,50,57,SAFE
STU21981,59,465,443,434,509,53,63,5,9,Hosteller,75,20,28,23,18,20,18,CRITICAL
STU21982,80,802,802,754,755,81,73,0,40,Day-Scholar,87,50,43,45,46,47,43,SAFE
STU21983,81,475,503,482,493,73,62,0,11,Hosteller,90,38,45,45,38,40,48,SAFE
STU21984,82,820,856,812,871,64,89,0,40,Hosteller,20,45,51,48,49,50,52,SAFE
STU21985,70,497,548,480,507,69,64,1,10,Day-Scholar,32,33,37,33,39,41,39,SAFE
STU21986,84,764,811,846,795,87,62,0,47,Hosteller,21,46,40,42,41,43,49,SAFE
STU21987,66,402,437,403,431,88,70,0,11,Hosteller,33,42,46,37,42,43,43,SAFE
STU21988,83,786,737,743,796,76,84,0,31,Hosteller,31,52,59,57,54,51,60,SAFE
STU21989,91,744,832,795,838,61,81,0,45,Day-Scholar,52,46,45,51,46,42,52,SAFE
STU21990,93,809,826,755,741,86,87,0,28,Day-Scholar,119,54,57,54,55,50,54,SAFE
STU21991,41,332,365,314,382,64,45,2,5,Hosteller,90,18,24,27,25,22,21,CRITICAL
STU21992,55,213,296,213,236,57,67,1,2,Day-Scholar,98,24,18,25,19,22,21,CRITICAL
STU21993,75,469,512,446,526,85,68,0,17,Day-Scholar,57,41,31,33,34,41,36,SAFE
STU21994,100,782,783,772,707,62,87,0,38,Day-Scholar,24,45,49,54,52,49,45,SAFE
STU21995,94,828,782,822,784,84,68,0,44,Hosteller,55,57,53,49,54,49,59,SAFE
STU21996,89,795,870,790,838,62,89,0,42,Hosteller,9,58,57,53,57,50,52,SAFE
STU21997,65,638,573,589,652,88,76,0,22,Day-Scholar,55,33,30,31,38,33,41,SAFE
STU21998,70,364,400,423,431,76,72,2,15,Day-Scholar,37,30,34,34,26,29,24,WARNING
STU21999,66,534,486,495,533,77,60,2,19,Hosteller,24,34,36,38,28,35,29,WARNING
STU22000,78,684,657,658,651,90,78,2,24,Day-Scholar,102,41,48,39,42,42,42,SAFE
STU22001,77,447,401,496,473,77,65,0,22,Day-Scholar,15,34,42,39,31,39,33,SAFE
STU22002,85,643,638,623,602,80,70,0,17,Hosteller,41,38,33,34,40,36,41,SAFE
STU22003,34,284,268,227,263,52,69,1,10,Hosteller,100,30,32,27,34,34,30,CRITICAL
STU22004,80,605,561,651,584,80,64,0,27,Day-Scholar,48,59,54,57,51,52,59,SAFE
STU22005,100,790,758,714,755,85,68,0,31,Day-Scholar,72,47,42,51,52,48,44,SAFE
STU22006,99,833,835,858,897,93,93,0,47,Hosteller,32,51,52,49,55,49,51,SAFE
STU22007,49,434,362,387,444,54,47,1,5,Day-Scholar,81,26,30,20,19,30,24,WARNING
STU22008,62,301,250,238,282,63,49,2,2,Hosteller,43,12,13,18,14,22,18,CRITICAL
STU22009,39,216,186,260,207,67,68,2,7,Day-Scholar,62,24,21,30,28,20,21,CRITICAL
STU22010,42,237,236,303,259,58,58,4,10,Day-Scholar,68,28,30,22,27,21,29,CRITICAL
STU22011,59,222,188,257,184,64,56,1,6,Day-Scholar,12,19,21,25,22,25,20,WARNING
STU22012,100,864,822,875,884,63,65,0,23,Hosteller,55,49,59,51,57,52,54,SAFE
STU22013,71,440,394,461,372,75,84,0,23,Day-Scholar,98,43,37,36,40,34,32,SAFE
STU22014,45,276,191,273,262,56,62,4,1,Day-Scholar,39,23,24,27,29,30,30,CRITICAL
STU22015,84,751,691,744,717,75,62,0,25,Hosteller,61,48,46,48,54,50,43,SAFE
STU22016,82,598,658,639,652,71,74,0,46,Day-Scholar,76,45,52,53,45,55,44,SAFE
STU22017,72,656,691,736,717,81,55,0,24,Day-Scholar,35,33,29,34,29,31,27,SAFE
STU22018,32,291,361,301,308,75,47,1,1,Day-Scholar,83,24,31,23,31,28,23,CRITICAL
STU22019,39,367,312,278,321,65,52,2,7,Hosteller,78,22,23,27,33,25,30,CRITICAL
STU22020,67,503,548,537,546,66,76,0,25,Hosteller,98,40,39,40,34,30,31,SAFE
STU22021,70,438,463,468,469,65,57,0,25,Day-Scholar,87,42,49,37,39,42,46,SAFE
STU22022,95,876,900,900,900,60,79,0,37,Hosteller,12,44,55,54,53,54,48,SAFE
STU22023,84,625,565,660,609,75,92,1,16,Hosteller,119,36,45,43,40,43,47,SAFE
STU22024,32,499,433,503,449,63,68,2,4,Hosteller,26,29,22,26,25,22,27,CRITICAL
STU22025,77,478,554,516,494,75,92,0,11,Day-Scholar,26,38,30,39,35,30,27,SAFE
STU22026,74,439,426,485,457,89,63,2,23,Hosteller,75,27,30,25,27,34,34,WARNING
STU22027,85,767,699,681,680,83,64,0,35,Hosteller,29,53,44,46,43,42,49,SAFE
STU22028,58,432,393,381,406,68,65,5,9,Day-Scholar,39,10,15,13,15,15,21,CRITICAL
STU22029,81,485,476,482,481,91,55,0,20,Hosteller,48,30,34,31,28,28,28,SAFE
STU22030,37,310,318,268,331,64,61,1,1,Hosteller,104,27,22,21,20,22,27,CRITICAL
STU22031,78,407,461,405,473,89,82,0,14,Hosteller,63,33,35,36,27,34,33,SAFE
STU22032,81,900,900,900,900,65,65,0,35,Hosteller,11,59,55,51,57,51,48,SAFE
STU22033,85,718,740,733,721,60,56,2,18,Day-Scholar,85,35,36,39,34,32,40,SAFE
STU22034,35,210,196,209,204,66,49,4,10,Hosteller,60,20,21,23,22,25,18,CRITICAL
STU22035,56,257,191,211,274,58,53,1,3,Day-Scholar,66,21,25,18,27,28,21,WARNING
STU22036,47,362,376,324,356,71,41,1,9,Day-Scholar,76,21,19,16,13,22,17,CRITICAL
STU22037,88,857,900,837,818,61,68,0,29,Hosteller,111,48,50,47,54,51,49,SAFE
STU22038,76,474,499,483,456,79,74,1,14,Day-Scholar,55,45,39,48,49,47,45,SAFE
STU22039,80,619,651,607,612,77,71,0,20,Day-Scholar,106,44,50,48,46,43,44,SAFE
STU22040,88,755,704,788,757,74,92,0,33,Hosteller,26,54,51,49,49,43,49,SAFE
STU22041,74,504,543,499,486,71,61,0,12,Hosteller,28,39,27,37,34,31,37,SAFE
STU22042,60,455,457,477,458,52,40,4,3,Hosteller,74,13,21,12,21,18,19,CRITICAL
STU22043,47,377,378,374,398,53,70,2,8,Day-Scholar,102,18,13,21,14,12,12,CRITICAL
STU22044,70,507,524,559,520,63,77,0,21,Day-Scholar,115,30,30,27,30,31,39,SAFE
STU22045,79,553,542,565,547,75,74,0,20,Day-Scholar,72,44,43,46,37,34,42,SAFE
STU22046,58,421,452,429,425,65,41,2,8,Hosteller,14,22,31,30,30,28,22,WARNING
STU22047,93,797,749,843,837,83,78,0,33,Hosteller,13,49,55,45,49,55,45,SAFE
STU22048,90,743,671,656,729,85,78,0,21,Hosteller,103,55,50,49,49,50,52,SAFE
STU22049,67,388,465,375,456,73,82,2,13,Hosteller,101,36,30,27,28,25,25,WARNING
STU22050,87,642,613,687,689,85,92,0,39,Day-Scholar,103,55,56,57,58,59,57,SAFE
STU22051,93,730,710,725,770,61,68,0,34,Day-Scholar,9,45,46,46,51,50,52,SAFE
STU22052,83,478,442,421,399,75,75,2,20,Day-Scholar,7,37,35,44,39,42,39,WARNING
STU22053,68,706,616,709,657,61,83,0,19,Hosteller,63,44,44,42,42,38,39,SAFE
STU22054,58,372,389,441,416,65,48,1,7,Hosteller,94,19,27,18,18,28,17,WARNING
STU22055,67,638,597,583,610,71,64,0,19,Day-Scholar,44,36,37,37,37,35,39,SAFE
STU22056,65,432,458,467,383,78,77,0,16,Day-Scholar,118,33,27,29,37,26,37,WARNING
STU22057,91,807,815,786,861,73,60,0,28,Hosteller,6,50,52,50,46,48,48,SAFE
STU22058,83,593,607,617,610,71,83,0,24,Day-Scholar,88,46,52,54,42,48,54,SAFE
STU22059,85,500,522,477,500,60,80,2,21,Day-Scholar,52,28,35,36,25,34,36,WARNING
STU22060,89,839,873,825,799,65,90,0,37,Day-Scholar,92,51,54,52,46,58,52,SAFE
STU22061,77,484,550,554,526,63,57,0,19,Hosteller,98,27,38,37,37,32,32,SAFE
STU22062,39,227,237,200,173,57,46,2,1,Hosteller,99,29,25,24,22,25,22,CRITICAL
STU22063,35,396,375,341,337,72,52,4,6,Day-Scholar,11,23,27,16,17,22,25,CRITICAL
STU22064,84,660,649,578,567,85,80,0,11,Day-Scholar,49,38,35,29,38,33,33,SAFE
STU22065,80,504,502,432,506,64,88,1,16,Day-Scholar,78,43,45,45,39,39,34,SAFE
STU22066,76,696,714,625,675,83,64,2,21,Hosteller,61,40,42,34,41,40,33,SAFE
STU22067,68,403,448,421,435,84,57,0,10,Hosteller,7,36,30,28,27,26,32,WARNING
STU22068,79,405,426,406,413,78,92,0,14,Hosteller,117,37,28,33,36,33,33,SAFE
STU22069,73,445,406,494,494,69,63,0,14,Day-Scholar,95,37,36,32,26,30,33,SAFE
STU22070,80,584,609,589,532,60,94,0,21,Hosteller,5,33,33,31,31,38,39,SAFE
STU22071,76,625,570,581,594,76,60,0,18,Hosteller,112,38,46,48,47,38,37,SAFE
STU22072,80,621,596,592,580,80,73,0,23,Day-Scholar,46,33,42,36,38,40,37,SAFE
STU22073,74,645,655,680,700,88,73,0,15,Hosteller,95,33,29,36,25,34,27,SAFE
STU22074,75,543,537,591,613,67,56,0,12,Hosteller,54,45,45,40,43,40,43,SAFE
STU22075,85,500,478,498,478,71,80,0,15,Hosteller,8,39,40,43,42,36,40,SAFE
STU22076,41,414,355,372,377,48,46,1,5,Hosteller,71,21,20,24,20,26,22,CRITICAL
STU22077,80,606,564,548,608,71,89,0,12,Day-Scholar,45,30,36,35,28,30,34,SAFE
STU22078,70,575,646,586,554,73,91,2,19,Hosteller,92,41,36,43,35,38,43,WARNING
STU22079,90,724,745,779,773,76,83,0,50,Hosteller,59,51,52,45,45,51,54,SAFE
STU22080,85,839,876,824,834,69,84,0,38,Day-Scholar,44,45,49,51,43,52,43,SAFE
STU22081,44,465,411,463,465,45,60,2,6,Day-Scholar,15,22,21,15,18,18,19,CRITICAL
STU22082,35,386,348,362,350,56,46,4,6,Day-Scholar,48,31,34,31,33,35,28,CRITICAL
STU22083,74,504,475,519,470,60,75,1,17,Hosteller,92,39,35,34,43,43,36,SAFE
STU22084,55,381,406,386,345,72,49,5,6,Day-Scholar,61,30,21,25,25,25,22,CRITICAL
STU22085,51,416,334,364,373,56,66,2,1,Day-Scholar,25,22,19,27,19,22,29,CRITICAL
STU22086,65,649,643,651,619,78,72,0,14,Hosteller,72,45,34,35,44,39,36,SAFE
STU22087,85,544,582,598,601,66,59,1,24,Hosteller,120,34,37,41,46,37,35,SAFE
STU22088,68,538,548,482,563,74,61,0,20,Day-Scholar,101,30,28,36,32,37,37,SAFE
STU22089,94,830,897,829,892,65,75,0,37,Hosteller,64,56,52,55,58,48,51,SAFE
STU22090,65,620,571,610,539,67,68,2,12,Day-Scholar,113,34,40,39,36,40,34,WARNING
STU22091,61,242,241,261,246,55,66,1,6,Day-Scholar,116,12,11,10,13,18,14,CRITICAL
STU22092,77,556,546,525,587,61,80,1,16,Day-Scholar,97,39,40,40,48,41,41,SAFE
STU22093,69,650,657,614,633,63,58,1,11,Hosteller,93,40,42,41,34,34,37,SAFE
STU22094,84,613,686,693,700,66,64,2,10,Day-Scholar,110,40,39,34,45,38,37,SAFE
STU22095,90,720,712,752,700,80,69,0,48,Hosteller,49,54,54,60,55,60,54,SAFE
STU22096,84,699,658,639,673,90,94,0,23,Hosteller,105,47,46,48,49,43,40,SAFE
STU22097,56,501,522,477,507,61,59,5,5,Day-Scholar,79,22,28,30,25,21,25,CRITICAL
STU22098,73,571,531,611,591,64,78,1,24,Day-Scholar,103,35,32,39,34,40,36,SAFE
STU22099,91,720,698,698,689,71,62,0,26,Day-Scholar,14,51,45,49,45,43,45,SAFE
STU22100,49,266,271,248,271,47,62,1,1,Hosteller,109,13,21,19,18,18,18,CRITICAL
STU22101,95,822,806,782,827,63,91,0,38,Hosteller,91,40,51,47,45,48,40,SAFE
STU22102,68,645,664,690,646,85,71,1,20,Day-Scholar,75,36,33,31,36,33,32,WARNING
STU22103,65,597,671,587,648,68,74,0,14,Hosteller,78,44,37,37,36,37,40,SAFE
STU22104,83,617,644,589,630,77,90,0,44,Day-Scholar,48,48,49,40,43,42,40,SAFE
STU22105,70,407,397,411,420,77,86,0,21,Day-Scholar,54,43,41,44,37,39,36,SAFE
STU22106,70,585,591,620,576,70,63,1,15,Hosteller,78,31,34,26,36,34,29,WARNING
STU22107,75,589,607,632,646,81,81,2,22,Hosteller,17,34,27,27,25,25,33,WARNING
STU22108,93,816,876,789,842,60,56,0,45,Day-Scholar,30,41,46,45,49,52,51,SAFE
STU22109,78,524,497,558,517,81,61,0,25,Day-Scholar,20,50,42,39,43,39,45,SAFE
STU22110,78,414,481,461,456,92,83,0,23,Hosteller,11,32,30,39,29,37,37,SAFE
STU22111,31,327,272,301,229,71,50,3,10,Day-Scholar,76,15,17,17,12,12,15,CRITICAL
STU22112,71,625,651,650,610,78,68,0,25,Day-Scholar,100,32,26,30,34,37,28,SAFE
STU22113,84,782,785,728,717,67,65,0,45,Day-Scholar,44,51,58,57,49,60,56,SAFE
STU22114,44,361,315,332,359,68,45,1,4,Day-Scholar,22,27,21,16,22,18,27,CRITICAL
